acc,tax_id,rank,name,total_count,self_count,ilevel,ileft,iright
SRR13712314,37124,species,Chikungunya virus,35,35,9,6,6
SRR24443288,37124,species,Chikungunya virus,232754,232733,9,5339,5341
SRR8476537,37124,species,Chikungunya virus,22786,22786,9,2372,2372
SRR7613213,37124,species,Chikungunya virus,45318,45318,9,0,0
SRR7613419,37124,species,Chikungunya virus,7575,7575,9,131,131
SRR7616795,37124,species,Chikungunya virus,104440,104440,9,0,0
SRR10859255,37124,species,Chikungunya virus,161443,161438,6,163,165
SRR7616796,37124,species,Chikungunya virus,85280,85280,9,0,0
SRR7615984,37124,species,Chikungunya virus,152759,152759,9,0,0
SRR7609161,37124,species,Chikungunya virus,59103,59103,9,0,0
SRR5680289,37124,species,Chikungunya virus,75980,75980,7,527,527
SRR7613370,37124,species,Chikungunya virus,3333,3333,9,0,0
SRR28752880,37124,species,Chikungunya virus,673,673,9,111,111
ERR13917472,37124,species,Chikungunya virus,18,18,9,46,46
SRR9701171,37124,species,Chikungunya virus,9360,9360,5,209,209
SRR7616913,37124,species,Chikungunya virus,89388,89388,9,0,0
SRR7617188,37124,species,Chikungunya virus,148996,148996,9,0,0
SRR23471025,37124,species,Chikungunya virus,72,72,9,545,545
SRR7079029,37124,species,Chikungunya virus,1373708,1373670,9,0,2
SRR647492,37124,species,Chikungunya virus,866,866,7,1304,1304
SRR11715788,37124,species,Chikungunya virus,468,468,5,333,333
SRR7612735,37124,species,Chikungunya virus,97250,97250,9,0,0
SRR6339393,37124,species,Chikungunya virus,63,63,7,31,31
SRR18678877,37124,species,Chikungunya virus,34815,34815,9,1710,1710
SRR7617091,37124,species,Chikungunya virus,53868,53868,9,0,0
SRR25409724,37124,species,Chikungunya virus,376,376,9,3490,3490
SRR11715794,37124,species,Chikungunya virus,4234,4234,5,269,269
SRR22418648,37124,species,Chikungunya virus,46158,46158,9,2319,2319
SRR17864510,37124,species,Chikungunya virus,387,387,9,694,694
SRR7616886,37124,species,Chikungunya virus,46676,46676,9,0,0
ERR4634256,37124,species,Chikungunya virus,9354,9354,9,0,0
SRR7613387,37124,species,Chikungunya virus,28312,28312,9,0,0
SRR12610916,37124,species,Chikungunya virus,37937982,37937979,9,0,2
SRR28439566,37124,species,Chikungunya virus,524,524,9,447,447
SRR7612753,37124,species,Chikungunya virus,30314,30314,9,0,0
SRR31699927,37124,species,Chikungunya virus,990836,990831,9,0,2
SRR7609194,37124,species,Chikungunya virus,13147,13147,9,0,0
SRR7616000,37124,species,Chikungunya virus,135999,135999,9,0,0
SRR14771922,37124,species,Chikungunya virus,1908814,1908814,9,234,234
SRR30725335,37124,species,Chikungunya virus,75,75,9,560,560
SRR7609147,37124,species,Chikungunya virus,21132,21130,9,82,84
SRR7617006,37124,species,Chikungunya virus,12842,12842,9,0,0
SRR16163851,37124,species,Chikungunya virus,366,366,9,856,856
SRR11835619,37124,species,Chikungunya virus,489,489,5,2,2
SRR10752060,37124,species,Chikungunya virus,66,66,5,29,29
SRR16966764,37124,species,Chikungunya virus,1606880,1606879,9,1015,1017
SRR5680271,37124,species,Chikungunya virus,57,57,7,530,530
ERR3331372,37124,species,Chikungunya virus,1903,1903,5,86,86
SRR24951103,37124,species,Chikungunya virus,36,36,9,944,944
SRR6339365,37124,species,Chikungunya virus,580,580,7,28,28
SRR14582707,37124,species,Chikungunya virus,28537,28537,9,458,458
SRR16915077,37124,species,Chikungunya virus,17765,17765,9,672,672
SRR14582689,37124,species,Chikungunya virus,49459,49459,9,474,474
SRR10968356,37124,species,Chikungunya virus,760087,760072,6,0,2
SRR27609797,37124,species,Chikungunya virus,34258089,34254457,9,0,2
SRR6339267,37124,species,Chikungunya virus,62,62,7,37,37
SRR12026715,37124,species,Chikungunya virus,9819650,9819545,9,0,2
SRR7613641,37124,species,Chikungunya virus,273,273,9,71,71
SRR7609213,37124,species,Chikungunya virus,4471,4471,9,43,43
SRR7612689,37124,species,Chikungunya virus,82678,82678,9,0,0
SRR32463607,37124,species,Chikungunya virus,435,435,9,8,8
SRR14582680,37124,species,Chikungunya virus,171,171,9,655,655
SRR6339318,37124,species,Chikungunya virus,214,214,7,29,29
SRR7617130,37124,species,Chikungunya virus,119864,119864,9,0,0
SRR5680364,37124,species,Chikungunya virus,40181,40181,7,484,484
SRR27187219,37124,species,Chikungunya virus,484855,484847,9,144,146
SRR9020506,37124,species,Chikungunya virus,1066230,1066226,5,0,2
SRR10968360,37124,species,Chikungunya virus,657837,657801,6,0,2
SRR7612587,37124,species,Chikungunya virus,85030,85030,9,0,0
SRR7079020,37124,species,Chikungunya virus,103120,103093,9,0,2
SRR28752907,37124,species,Chikungunya virus,222,222,9,78,78
SRR7617100,37124,species,Chikungunya virus,52791,52791,9,0,0
SRR7613186,37124,species,Chikungunya virus,23451,23451,9,0,0
SRR9020528,37124,species,Chikungunya virus,786837,786837,5,0,0
SRR1299438,37124,species,Chikungunya virus,38,38,7,660,660
SRR25168415,37124,species,Chikungunya virus,106980,106980,9,0,0
SRR7613599,37124,species,Chikungunya virus,44532,44532,9,0,0
SRR7617167,37124,species,Chikungunya virus,164950,164950,9,0,0
SRR30549183,37124,species,Chikungunya virus,30,30,9,363,363
SRR7609197,37124,species,Chikungunya virus,42386,42386,9,0,0
SRR23471026,37124,species,Chikungunya virus,41,41,9,497,497
SRR21839276,37124,species,Chikungunya virus,75453,75453,9,0,0
SRR11715787,37124,species,Chikungunya virus,144,144,5,297,297
SRR15887314,37124,species,Chikungunya virus,10093,10093,9,673,673
SRR7079016,37124,species,Chikungunya virus,1291868,1291811,9,0,2
SRR13365349,37124,species,Chikungunya virus,25,25,9,74,74
SRR7617163,37124,species,Chikungunya virus,1021,1021,9,0,0
SRR17661364,37124,species,Chikungunya virus,3270,3270,9,2455,2455
SRR11356352,37124,species,Chikungunya virus,6736197,6735225,5,0,2
SRR3106142,37124,species,Chikungunya virus,882264,882264,7,167,167
SRR13335298,37124,species,Chikungunya virus,30,30,9,36,36
SRR5288089,37124,species,Chikungunya virus,44990,44990,7,163,163
SRR13335653,37124,species,Chikungunya virus,22,22,9,18,18
SRR21118852,37124,species,Chikungunya virus,25,25,9,200,200
SRR28752909,37124,species,Chikungunya virus,261,261,9,92,92
SRR7079057,37124,species,Chikungunya virus,1267782,1267738,9,0,2
SRR7616083,37124,species,Chikungunya virus,350,350,9,41,41
ERR3131355,37124,species,Chikungunya virus,434473,434473,9,0,0
SRR7617263,37124,species,Chikungunya virus,82042,82042,9,0,0
SRR17148811,37124,species,Chikungunya virus,733,733,9,160,160
SRR7609154,37124,species,Chikungunya virus,68332,68332,9,0,0
SRR7613206,37124,species,Chikungunya virus,80112,80112,9,0,0
SRR13712265,37124,species,Chikungunya virus,10091,10091,9,0,0
SRR7616115,37124,species,Chikungunya virus,26049,26049,9,0,0
SRR5680349,37124,species,Chikungunya virus,11565,11565,7,434,434
SRR25340968,37124,species,Chikungunya virus,42,42,9,240,240
SRR7609211,37124,species,Chikungunya virus,11073,11073,9,0,0
SRR22942557,37124,species,Chikungunya virus,183,183,9,218,218
SRR10222632,37124,species,Chikungunya virus,127,127,5,166,166
SRR17603108,37124,species,Chikungunya virus,770,770,9,750,750
SRR9020534,37124,species,Chikungunya virus,1108078,1108078,5,0,0
SRR11599850,37124,species,Chikungunya virus,429,429,5,166,166
SRR7616878,37124,species,Chikungunya virus,76861,76861,9,0,0
SRR6815115,37124,species,Chikungunya virus,105020,105013,9,0,2
SRR7612581,37124,species,Chikungunya virus,88856,88856,9,0,0
SRR7079045,37124,species,Chikungunya virus,1474546,1474466,9,0,2
SRR5680270,37124,species,Chikungunya virus,36,36,7,486,486
SRR13711863,37124,species,Chikungunya virus,10522,10522,9,0,0
SRR1299520,37124,species,Chikungunya virus,37,37,7,640,640
SRR30037971,37124,species,Chikungunya virus,245512,245512,9,0,0
SRR7617266,37124,species,Chikungunya virus,89504,89504,9,0,0
SRR7612585,37124,species,Chikungunya virus,68816,68816,9,0,0
SRR10968364,37124,species,Chikungunya virus,703065,703060,6,0,2
ERR4634249,37124,species,Chikungunya virus,6137,6137,9,0,0
SRR31699941,37124,species,Chikungunya virus,783534,783534,9,0,0
SRR7616868,37124,species,Chikungunya virus,127232,127232,9,0,0
SRR11715726,37124,species,Chikungunya virus,412965,412965,5,250,250
SRR7617193,37124,species,Chikungunya virus,245299,245299,9,0,0
SRR25340954,37124,species,Chikungunya virus,81,81,9,260,260
SRR10752050,37124,species,Chikungunya virus,2206,2205,5,29,31
SRR11356374,37124,species,Chikungunya virus,43880,43879,5,120,122
SRR11356380,37124,species,Chikungunya virus,210,210,5,2,2
SRR12046222,37124,species,Chikungunya virus,1781,1781,9,243,243
SRR7006484,37124,species,Chikungunya virus,45,45,9,1761,1761
SRR16915071,37124,species,Chikungunya virus,19743,19742,9,1280,1282
SRR7616121,37124,species,Chikungunya virus,4254,4254,9,0,0
SRR32463649,37124,species,Chikungunya virus,7965,7965,9,0,0
SRR7617126,37124,species,Chikungunya virus,141574,141574,9,0,0
SRR30549190,37124,species,Chikungunya virus,3087,3087,9,1113,1113
SRR7616875,37124,species,Chikungunya virus,164789,164789,9,0,0
SRR26965266,37124,species,Chikungunya virus,6975,6975,9,85,85
SRR9672743,37124,species,Chikungunya virus,108,108,5,80,80
SRR7616844,37124,species,Chikungunya virus,56768,56768,9,0,0
SRR7613438,37124,species,Chikungunya virus,67552,67552,9,0,0
SRR30037976,37124,species,Chikungunya virus,351373,351371,9,0,2
SRR28463006,37124,species,Chikungunya virus,22,22,9,372,372
SRR7612721,37124,species,Chikungunya virus,54961,54961,9,0,0
SRR23471028,37124,species,Chikungunya virus,63,63,9,552,552
SRR14582690,37124,species,Chikungunya virus,88289,88289,9,651,651
SRR7613247,37124,species,Chikungunya virus,28389,28389,9,0,0
SRR15411472,37124,species,Chikungunya virus,2030,2030,9,190,190
SRR6815137,37124,species,Chikungunya virus,70643,70642,9,0,2
SRR9020529,37124,species,Chikungunya virus,1163727,1163725,5,0,2
ERR5949412,37124,species,Chikungunya virus,63,63,9,4415,4415
SRR9901602,37124,species,Chikungunya virus,1143457,1143454,5,197,199
SRR12026723,37124,species,Chikungunya virus,11216234,11216170,9,0,2
SRR19349915,37124,species,Chikungunya virus,90,90,9,400,400
SRR7617183,37124,species,Chikungunya virus,12924,12924,9,0,0
SRR33050043,37124,species,Chikungunya virus,18,18,9,347,347
SRR6339383,37124,species,Chikungunya virus,62,62,7,25,25
SRR32463604,37124,species,Chikungunya virus,64569,64569,9,0,0
SRR7616920,37124,species,Chikungunya virus,58158,58158,9,0,0
SRR7616006,37124,species,Chikungunya virus,199316,199316,9,0,0
SRR10222638,37124,species,Chikungunya virus,20,20,5,7,7
SRR7617138,37124,species,Chikungunya virus,91126,91126,9,0,0
SRR7616016,37124,species,Chikungunya virus,7077,7077,9,0,0
SRR9701169,37124,species,Chikungunya virus,30075,30075,5,136,136
SRR9060458,37124,species,Chikungunya virus,20,20,5,768,768
SRR7617309,37124,species,Chikungunya virus,56862,56862,9,0,0
SRR7616815,37124,species,Chikungunya virus,85849,85849,9,0,0
SRR13963680,37124,species,Chikungunya virus,11801770,11801530,9,978,980
SRR24860098,37124,species,Chikungunya virus,66,66,9,211,211
SRR5680292,37124,species,Chikungunya virus,452577,452577,7,516,516
SRR346396,37124,species,Chikungunya virus,97,97,7,15,15
SRR6339288,37124,species,Chikungunya virus,35,35,5,61,61
SRR7617306,37124,species,Chikungunya virus,58651,58651,9,0,0
SRR26130172,37124,species,Chikungunya virus,235202,235202,9,257,257
SRR32463608,37124,species,Chikungunya virus,62157,62157,9,0,0
SRR7616812,37124,species,Chikungunya virus,155952,155952,9,0,0
SRR6339309,37124,species,Chikungunya virus,74,74,7,33,33
SRR14758810,37124,species,Chikungunya virus,32792,32792,9,279,279
ERR4634257,37124,species,Chikungunya virus,48660,48660,9,0,0
SRR7617011,37124,species,Chikungunya virus,2413,2413,9,0,0
SRR9693247,37124,species,Chikungunya virus,178,178,5,7,7
SRR7616841,37124,species,Chikungunya virus,38641,38641,9,0,0
SRR12789645,37124,species,Chikungunya virus,30632,30632,9,750,750
DRR191513,37124,species,Chikungunya virus,52510,52510,5,0,0
SRR5680254,37124,species,Chikungunya virus,18,18,7,484,484
SRR6448464,37124,species,Chikungunya virus,361,361,6,898,898
SRR20083449,37124,species,Chikungunya virus,29,29,9,10,10
SRR7617026,37124,species,Chikungunya virus,512,512,9,58,58
SRR21427438,37124,species,Chikungunya virus,20466,20466,9,0,0
SRR7616900,37124,species,Chikungunya virus,40588,40588,9,0,0
DRR155258,37124,species,Chikungunya virus,4433,4433,5,0,0
SRR11715750,37124,species,Chikungunya virus,55,55,5,206,206
SRR7613374,37124,species,Chikungunya virus,971,971,9,0,0
SRR7617088,37124,species,Chikungunya virus,98131,98131,9,0,0
SRR8745202,37124,species,Chikungunya virus,29,29,9,1432,1432
SRR7613216,37124,species,Chikungunya virus,59177,59177,9,0,0
SRR10752049,37124,species,Chikungunya virus,314,313,5,29,31
SRR7613254,37124,species,Chikungunya virus,54347,54347,9,0,0
SRR17148823,37124,species,Chikungunya virus,2539566,2539566,9,148,148
SRR31699961,37124,species,Chikungunya virus,866251,866251,9,0,0
SRR21839292,37124,species,Chikungunya virus,153537,153537,9,0,0
SRR20204151,37124,species,Chikungunya virus,91,91,9,255,255
SRR6339319,37124,species,Chikungunya virus,253,253,7,31,31
SRR7617074,37124,species,Chikungunya virus,11870,11870,9,0,0
SRR11715786,37124,species,Chikungunya virus,94,94,5,226,226
SRR14758813,37124,species,Chikungunya virus,12972,12972,9,219,219
SRR7617015,37124,species,Chikungunya virus,10215,10215,9,0,0
SRR6339430,37124,species,Chikungunya virus,79,79,7,21,21
SRR28752871,37124,species,Chikungunya virus,72,72,9,109,109
SRR7993758,37124,species,Chikungunya virus,83802,83802,6,0,0
SRR24459081,37124,species,Chikungunya virus,18,18,9,220,220
SRR7617049,37124,species,Chikungunya virus,41331,41331,9,0,0
SRR6815151,37124,species,Chikungunya virus,103469,103446,9,0,2
SRR6815142,37124,species,Chikungunya virus,139994,139991,9,0,2
SRR7616101,37124,species,Chikungunya virus,45356,45356,9,0,0
SRR10917720,37124,species,Chikungunya virus,23,23,6,1591,1591
SRR6815194,37124,species,Chikungunya virus,95330,95328,9,0,2
SRR14771923,37124,species,Chikungunya virus,3064033,3064033,9,252,252
SRR7615995,37124,species,Chikungunya virus,28383,28383,9,107,107
SRR30725417,37124,species,Chikungunya virus,38,38,9,429,429
SRR10307417,37124,species,Chikungunya virus,23,23,5,433,433
SRR7617302,37124,species,Chikungunya virus,32716,32716,9,0,0
SRR7617253,37124,species,Chikungunya virus,60962,60962,9,0,0
SRR7617268,37124,species,Chikungunya virus,25784,25784,9,0,0
SRR10859258,37124,species,Chikungunya virus,335,335,6,198,198
SRR10859257,37124,species,Chikungunya virus,2037959,2037851,6,65,67
ERR1091949,37124,species,Chikungunya virus,49,49,5,311,311
SRR25340883,37124,species,Chikungunya virus,35,35,9,217,217
SRR31699993,37124,species,Chikungunya virus,3603760,3603757,9,0,2
SRR7612737,37124,species,Chikungunya virus,79862,79862,9,0,0
SRR5680368,37124,species,Chikungunya virus,175007,175007,7,444,444
SRR26450830,37124,species,Chikungunya virus,3457,3457,9,174,174
ERR13917460,37124,species,Chikungunya virus,18,18,9,44,44
ERR12951254,37124,species,Chikungunya virus,34,34,9,124,124
SRR9861787,37124,species,Chikungunya virus,635,635,5,779,779
SRR26322851,37124,species,Chikungunya virus,26,26,9,1959,1959
SRR22298243,37124,species,Chikungunya virus,1420,1420,9,184,184
SRR16493384,37124,species,Chikungunya virus,304356,304356,9,0,0
SRR7617030,37124,species,Chikungunya virus,62763,62763,9,0,0
SRR7616078,37124,species,Chikungunya virus,3988,3988,9,0,0
SRR11250030,37124,species,Chikungunya virus,148,148,5,90,90
SRR7617175,37124,species,Chikungunya virus,97115,97115,9,0,0
SRR7617242,37124,species,Chikungunya virus,108640,108640,9,0,0
SRR7616991,37124,species,Chikungunya virus,62562,62562,9,0,0
SRR9020512,37124,species,Chikungunya virus,1241214,1241209,5,0,2
SRR7993759,37124,species,Chikungunya virus,157894,157894,6,0,0
SRR17148817,37124,species,Chikungunya virus,1679133,1679133,9,141,141
SRR26965256,37124,species,Chikungunya virus,396472,396472,9,0,0
SRR31699973,37124,species,Chikungunya virus,115726,115726,9,0,0
SRR10968361,37124,species,Chikungunya virus,685415,685385,6,0,2
SRR7079059,37124,species,Chikungunya virus,93144,93113,9,0,2
SRR25501488,37124,species,Chikungunya virus,41,41,9,360,360
SRR7613187,37124,species,Chikungunya virus,67436,67436,9,0,0
SRR5680345,37124,species,Chikungunya virus,2521,2521,7,464,464
SRR7617009,37124,species,Chikungunya virus,120155,120155,9,0,0
SRR7612762,37124,species,Chikungunya virus,73234,73234,9,0,0
SRR26965274,37124,species,Chikungunya virus,337233,337233,9,0,0
SRR21118863,37124,species,Chikungunya virus,27,27,9,192,192
SRR28752891,37124,species,Chikungunya virus,249,249,9,103,103
SRR31699926,37124,species,Chikungunya virus,1180919,1180918,9,0,2
SRR7613230,37124,species,Chikungunya virus,25,25,6,54,54
SRR7617001,37124,species,Chikungunya virus,106097,106097,9,0,0
SRR6815160,37124,species,Chikungunya virus,98665,98664,9,0,2
SRR14923591,37124,species,Chikungunya virus,194,194,9,236,236
SRR7617239,37124,species,Chikungunya virus,47868,47868,9,0,0
SRR26965265,37124,species,Chikungunya virus,333546,333546,9,0,0
SRR11356359,37124,species,Chikungunya virus,235272,235244,5,169,171
SRR11599848,37124,species,Chikungunya virus,153,153,5,288,288
SRR11356376,37124,species,Chikungunya virus,370408,370351,5,102,104
SRR3927366,37124,species,Chikungunya virus,88282,88282,7,266,266
ERR5105520,37124,species,Chikungunya virus,111147,111146,9,318,320
SRR7617057,37124,species,Chikungunya virus,99829,99829,9,0,0
SRR6339272,37124,species,Chikungunya virus,52,52,7,32,32
SRR30549188,37124,species,Chikungunya virus,2127,2127,9,719,719
SRR3106138,37124,species,Chikungunya virus,182843,182843,7,102,102
SRR7616847,37124,species,Chikungunya virus,27770,27770,9,0,0
SRR13335126,37124,species,Chikungunya virus,18,18,9,49,49
SRR15887505,37124,species,Chikungunya virus,421,421,9,572,572
SRR14582670,37124,species,Chikungunya virus,123,123,9,649,649
SRR20204181,37124,species,Chikungunya virus,43,43,9,339,339
SRR26130190,37124,species,Chikungunya virus,151,151,9,292,292
SRR7617272,37124,species,Chikungunya virus,174652,174652,9,0,0
SRR7616861,37124,species,Chikungunya virus,24515,24515,9,0,0
SRR7609158,37124,species,Chikungunya virus,13597,13597,9,125,125
SRR5680304,37124,species,Chikungunya virus,7807,7807,7,468,468
SRR7610868,37124,species,Chikungunya virus,35701,35701,9,0,0
SRR10377460,37124,species,Chikungunya virus,22,22,5,607,607
SRR12026574,37124,species,Chikungunya virus,517660,517655,9,0,2
SRR8767986,37124,species,Chikungunya virus,417,417,6,142,142
SRR7616889,37124,species,Chikungunya virus,66042,66042,9,0,0
SRR10859269,37124,species,Chikungunya virus,4931,4931,6,440,440
SRR9833364,37124,species,Chikungunya virus,30,30,5,107,107
SRR7616071,37124,species,Chikungunya virus,2039,2039,9,0,0
ERR11474717,37124,species,Chikungunya virus,51655,51655,9,0,0
SRR22213199,37124,species,Chikungunya virus,107,107,9,9,9
SRR7617160,37124,species,Chikungunya virus,54674,54674,9,0,0
SRR7612710,37124,species,Chikungunya virus,50369,50369,9,0,0
SRR7615967,37124,species,Chikungunya virus,69428,69428,9,0,0
SRR32463639,37124,species,Chikungunya virus,22697,22697,9,0,0
SRR13638088,37124,species,Chikungunya virus,18730,18730,9,0,0
SRR20204185,37124,species,Chikungunya virus,68,68,9,318,318
SRR7613422,37124,species,Chikungunya virus,98763,98763,9,0,0
SRR23827033,37124,species,Chikungunya virus,198,198,9,120,120
SRR10859277,37124,species,Chikungunya virus,1882,1882,6,332,332
SRR11356382,37124,species,Chikungunya virus,155773,155405,5,257,259
SRR21118864,37124,species,Chikungunya virus,195,195,9,162,162
SRR10859254,37124,species,Chikungunya virus,31760,31760,6,299,299
SRR7616919,37124,species,Chikungunya virus,111755,111755,9,0,0
SRR6339324,37124,species,Chikungunya virus,479,479,7,24,24
SRR7617125,37124,species,Chikungunya virus,30227,30227,9,0,0
SRR7616004,37124,species,Chikungunya virus,390212,390212,9,0,0
SRR8521528,37124,species,Chikungunya virus,45482,45482,9,600,600
SRR7609204,37124,species,Chikungunya virus,5117,5117,9,0,0
SRR11356388,37124,species,Chikungunya virus,71,71,5,1,1
SRR10968347,37124,species,Chikungunya virus,307582,307566,6,0,2
ERR5105531,37124,species,Chikungunya virus,2831,2831,9,316,316
SRR3927367,37124,species,Chikungunya virus,134,134,7,1127,1127
SRR12026716,37124,species,Chikungunya virus,8391091,8391001,9,0,2
SRR11715778,37124,species,Chikungunya virus,70,70,5,220,220
SRR28752897,37124,species,Chikungunya virus,764,764,9,86,86
SRR7613560,37124,species,Chikungunya virus,108123,108123,9,0,0
SRR26965272,37124,species,Chikungunya virus,232,232,9,131,131
SRR7617051,37124,species,Chikungunya virus,86717,86717,9,0,0
SRR7616020,37124,species,Chikungunya virus,12483,12483,9,90,90
SRR9642995,37124,species,Chikungunya virus,45,45,5,109,109
SRR11715728,37124,species,Chikungunya virus,477,477,5,245,245
SRR16915075,37124,species,Chikungunya virus,18198,18198,9,832,832
SRR9693244,37124,species,Chikungunya virus,2214,2214,5,7,7
SRR26130175,37124,species,Chikungunya virus,1170624,1170624,9,326,326
SRR7616081,37124,species,Chikungunya virus,220191,220191,9,0,0
SRR32463657,37124,species,Chikungunya virus,331,331,9,9,9
SRR21839287,37124,species,Chikungunya virus,47142,47142,9,0,0
SRR7612758,37124,species,Chikungunya virus,81586,81586,9,0,0
SRR7613396,37124,species,Chikungunya virus,66614,66614,9,0,0
SRR5680369,37124,species,Chikungunya virus,193002,193002,7,442,442
SRR7616853,37124,species,Chikungunya virus,871,871,9,64,64
SRR6339305,37124,species,Chikungunya virus,76,76,7,26,26
SRR9701170,37124,species,Chikungunya virus,7483,7483,5,183,183
SRR7616089,37124,species,Chikungunya virus,140914,140914,9,0,0
SRR16965497,37124,species,Chikungunya virus,1741462,1741462,9,971,971
SRR30037977,37124,species,Chikungunya virus,356541,356539,9,0,2
SRR24860108,37124,species,Chikungunya virus,212489,212488,9,265,267
SRR7617304,37124,species,Chikungunya virus,107489,107489,9,0,0
SRR10173575,37124,species,Chikungunya virus,166,166,5,1,1
SRR5680340,37124,species,Chikungunya virus,145021,145021,7,493,493
SRR7993753,37124,species,Chikungunya virus,102186,102186,6,0,0
SRR13365134,37124,species,Chikungunya virus,21,21,9,15,15
SRR11356347,37124,species,Chikungunya virus,13710587,13708858,5,0,2
SRR7592272,37124,species,Chikungunya virus,189600,189600,9,0,0
SRR6808649,37124,species,Chikungunya virus,298,298,6,462,462
SRR14627745,37124,species,Chikungunya virus,21,21,9,373,373
ERR13917503,37124,species,Chikungunya virus,33,33,9,89,89
SRR16493370,37124,species,Chikungunya virus,271632,271632,9,0,0
SRR24860095,37124,species,Chikungunya virus,245843,245842,9,260,262
SRR14923617,37124,species,Chikungunya virus,5251,5251,9,363,363
SRR6339282,37124,species,Chikungunya virus,60,60,7,27,27
SRR6339332,37124,species,Chikungunya virus,111,111,7,31,31
SRR7617280,37124,species,Chikungunya virus,22259,22259,9,0,0
SRR16915080,37124,species,Chikungunya virus,67155,67154,9,1661,1663
SRR13335426,37124,species,Chikungunya virus,26,26,9,14,14
SRR30038005,37124,species,Chikungunya virus,252008,252008,9,0,0
SRR7167607,37124,species,Chikungunya virus,89852,89840,9,0,2
SRR26965258,37124,species,Chikungunya virus,1607,1607,9,142,142
SRR27609789,37124,species,Chikungunya virus,117272,117255,9,3438,3440
SRR5680252,37124,species,Chikungunya virus,14374,14374,7,567,567
SRR10377843,37124,species,Chikungunya virus,1165644,1165638,5,0,2
SRR14582667,37124,species,Chikungunya virus,23,23,9,438,438
SRR9642992,37124,species,Chikungunya virus,127,127,5,122,122
SRR16493376,37124,species,Chikungunya virus,343938,343938,9,0,0
SRR7617249,37124,species,Chikungunya virus,45728,45728,9,0,0
SRR28752883,37124,species,Chikungunya virus,98,98,9,86,86
SRR23839410,37124,species,Chikungunya virus,2266,2263,9,165,167
SRR6815111,37124,species,Chikungunya virus,76118,76107,9,0,2
SRR6339345,37124,species,Chikungunya virus,124,124,7,31,31
SRR11356379,37124,species,Chikungunya virus,225185,225134,5,119,121
SRR26130177,37124,species,Chikungunya virus,1283351,1283351,9,399,399
SRR7617299,37124,species,Chikungunya virus,41394,41394,9,0,0
ERR13917485,37124,species,Chikungunya virus,41,41,9,78,78
SRR25501489,37124,species,Chikungunya virus,79,79,9,652,652
SRR7079017,37124,species,Chikungunya virus,1184165,1184131,9,0,2
SRR9020509,37124,species,Chikungunya virus,764549,764548,5,0,2
SRR7613401,37124,species,Chikungunya virus,40421,40421,9,0,0
SRR7616060,37124,species,Chikungunya virus,159775,159775,9,0,0
SRR6815193,37124,species,Chikungunya virus,114042,114027,9,0,2
SRR12026572,37124,species,Chikungunya virus,762462,762461,9,0,2
SRR7617078,37124,species,Chikungunya virus,41582,41582,9,0,0
SRR7613630,37124,species,Chikungunya virus,4362,4362,9,54,54
SRR10758266,37124,species,Chikungunya virus,440,440,5,529,529
SRR6339403,37124,species,Chikungunya virus,253,253,7,30,30
SRR20204190,37124,species,Chikungunya virus,99,99,9,320,320
SRR11356377,37124,species,Chikungunya virus,19630,19629,5,107,109
SRR7616077,37124,species,Chikungunya virus,124139,124139,9,0,0
SRR13365248,37124,species,Chikungunya virus,18,18,9,81,81
SRR6339289,37124,species,Chikungunya virus,285,285,7,27,27
SRR20307499,37124,species,Chikungunya virus,13334,13333,9,320,322
SRR7616801,37124,species,Chikungunya virus,8100,8100,6,0,0
SRR9020524,37124,species,Chikungunya virus,934270,934267,5,0,2
SRR3209214,37124,species,Chikungunya virus,326,326,7,207,207
SRR7616124,37124,species,Chikungunya virus,57161,57161,9,0,0
SRR6815176,37124,species,Chikungunya virus,109331,109316,9,0,2
SRR7616860,37124,species,Chikungunya virus,34284,34284,9,0,0
SRR21118861,37124,species,Chikungunya virus,240,240,9,173,173
SRR5288093,37124,species,Chikungunya virus,29,29,7,152,152
SRR31699925,37124,species,Chikungunya virus,803893,803888,9,0,2
SRR22418675,37124,species,Chikungunya virus,5656,5656,9,2611,2611
SRR26183232,37124,species,Chikungunya virus,22,22,9,243,243
SRR23826959,37124,species,Chikungunya virus,181,181,9,342,342
SRR7612736,37124,species,Chikungunya virus,821,821,6,0,0
SRR28562806,37124,species,Chikungunya virus,7615,7615,9,0,0
SRR7613240,37124,species,Chikungunya virus,70572,70572,9,0,0
SRR7079040,37124,species,Chikungunya virus,1262085,1262047,9,0,2
SRR8904082,37124,species,Chikungunya virus,92,92,5,231,231
SRR7613705,37124,species,Chikungunya virus,5794,5794,6,0,0
SRR27609790,37124,species,Chikungunya virus,4692939,4692592,9,5624,5626
SRR7589930,37124,species,Chikungunya virus,1052,1051,9,633,635
ERR4026998,37124,species,Chikungunya virus,63,63,5,214,214
SRR7079025,37124,species,Chikungunya virus,1525698,1525660,9,0,2
SRR25803785,37124,species,Chikungunya virus,32,32,9,141,141
SRR6339351,37124,species,Chikungunya virus,29,29,7,27,27
SRR6339398,37124,species,Chikungunya virus,168,168,7,23,23
SRR8868549,37124,species,Chikungunya virus,4212,4212,9,117,117
SRR28439547,37124,species,Chikungunya virus,378,378,9,463,463
SRR15530274,37124,species,Chikungunya virus,31,31,9,423,423
SRR21856473,37124,species,Chikungunya virus,1242787,1242783,9,0,2
SRR7616870,37124,species,Chikungunya virus,43164,43164,9,0,0
